frame,id,x,y,w,h,score,class,visibility,unused
7.0,6.0,1316.0,489.0,67.474,153.11,28.89,-1.0,-1.0,-1.0
8.0,1.0,1668.0,371.0,159.84,362.7,50.69,-1.0,-1.0,-1.0
8.0,6.0,1322.0,494.0,61.514,139.59,38.787,-1.0,-1.0,-1.0
8.0,5.0,1848.0,505.0,30.903,70.127,24.904,-1.0,-1.0,-1.0
8.0,7.0,123.0,494.0,103.17,234.13,15.789,-1.0,-1.0,-1.0
9.0,1.0,1666.0,385.0,146.62,332.71,59.031,-1.0,-1.0,-1.0
9.0,6.0,1326.0,489.0,67.474,153.11,41.687,-1.0,-1.0,-1.0
9.0,5.0,1848.0,505.0,30.903,70.127,30.606,-1.0,-1.0,-1.0
9.0,8.0,1727.0,418.0,135.42,307.29,25.474,-1.0,-1.0,-1.0
9.0,7.0,142.0,521.0,52.0,118.0,17.685,-1.0,-1.0,-1.0
10.0,1.0,1689.0,385.0,146.62,332.71,64.395,-1.0,-1.0,-1.0
10.0,6.0,1326.0,500.0,67.474,153.11,44.719,-1.0,-1.0,-1.0
10.0,7.0,146.0,515.0,56.686,128.63,17.341,-1.0,-1.0,-1.0
10.0,5.0,266.0,463.0,103.17,234.13,16.724,-1.0,-1.0,-1.0
11.0,1.0,1689.0,385.0,146.62,332.71,58.138,-1.0,-1.0,-1.0
11.0,6.0,1326.0,500.0,67.474,153.11,38.028,-1.0,-1.0,-1.0
12.0,1.0,1689.0,408.0,146.62,332.71,51.907,-1.0,-1.0,-1.0
12.0,6.0,1326.0,490.0,73.864,167.61,39.416,-1.0,-1.0,-1.0
13.0,1.0,1689.0,385.0,146.62,332.71,54.748,-1.0,-1.0,-1.0
13.0,6.0,1326.0,490.0,73.864,167.61,35.028,-1.0,-1.0,-1.0
13.0,7.0,1643.0,408.0,146.62,332.71,28.729,-1.0,-1.0,-1.0
13.0,8.0,151.0,501.0,28.302,64.224,15.713,-1.0,-1.0,-1.0
14.0,1.0,1668.0,371.0,159.84,362.7,53.078,-1.0,-1.0,-1.0
14.0,6.0,1326.0,490.0,73.864,167.61,34.284,-1.0,-1.0,-1.0
14.0,9.0,1717.0,396.0,159.84,362.7,23.699,-1.0,-1.0,-1.0
14.0,8.0,-52.0,254.0,270.83,614.58,17.787,-1.0,-1.0,-1.0
14.0,7.0,1619.0,396.0,159.84,362.7,15.437,-1.0,-1.0,-1.0
15.0,1.0,1668.0,371.0,159.84,362.7,56.775,-1.0,-1.0,-1.0
15.0,9.0,1825.0,535.0,33.737,76.557,40.166,-1.0,-1.0,-1.0
15.0,6.0,1336.0,500.0,67.474,153.11,36.203,-1.0,-1.0,-1.0
15.0,8.0,-52.0,254.0,270.83,614.58,25.027,-1.0,-1.0,-1.0
16.0,1.0,1668.0,371.0,159.84,362.7,58.304,-1.0,-1.0,-1.0
16.0,9.0,1834.0,532.0,36.723,83.333,49.653,-1.0,-1.0,-1.0
16.0,6.0,1336.0,500.0,67.474,153.11,44.973,-1.0,-1.0,-1.0
16.0,8.0,-52.0,254.0,270.83,614.58,39.898,-1.0,-1.0,-1.0
17.0,1.0,1666.0,385.0,146.62,332.71,65.522,-1.0,-1.0,-1.0
17.0,6.0,1336.0,500.0,67.474,153.11,46.265,-1.0,-1.0,-1.0
17.0,9.0,1711.0,408.0,146.62,332.71,38.159,-1.0,-1.0,-1.0
17.0,8.0,-52.0,254.0,270.83,614.58,34.544,-1.0,-1.0,-1.0
18.0,1.0,1666.0,408.0,146.62,332.71,66.036,-1.0,-1.0,-1.0
18.0,8.0,-52.0,254.0,270.83,614.58,44.021,-1.0,-1.0,-1.0
18.0,6.0,1350.0,503.0,61.514,139.59,33.671,-1.0,-1.0,-1.0
18.0,9.0,1594.0,396.0,159.84,362.7,22.94,-1.0,-1.0,-1.0
18.0,10.0,1836.0,541.0,33.737,76.557,21.944,-1.0,-1.0,-1.0
18.0,11.0,1295.0,461.0,87.838,199.32,17.9,-1.0,-1.0,-1.0
19.0,1.0,1666.0,408.0,146.62,332.71,64.738,-1.0,-1.0,-1.0
19.0,8.0,-52.0,254.0,270.83,614.58,56.379,-1.0,-1.0,-1.0
19.0,6.0,1350.0,503.0,61.514,139.59,39.45,-1.0,-1.0,-1.0
19.0,9.0,1594.0,396.0,159.84,362.7,19.526,-1.0,-1.0,-1.0
19.0,10.0,1836.0,541.0,33.737,76.557,16.959,-1.0,-1.0,-1.0
20.0,1.0,1643.0,371.0,159.84,362.7,63.715,-1.0,-1.0,-1.0
20.0,8.0,-52.0,254.0,270.83,614.58,52.829,-1.0,-1.0,-1.0
20.0,9.0,1594.0,396.0,159.84,362.7,31.013,-1.0,-1.0,-1.0
20.0,6.0,1349.0,490.0,73.864,167.61,31.0,-1.0,-1.0,-1.0
20.0,10.0,1308.0,474.0,87.838,199.32,20.751,-1.0,-1.0,-1.0
21.0,1.0,1643.0,371.0,159.84,362.7,63.111,-1.0,-1.0,-1.0
21.0,8.0,-52.0,254.0,270.83,614.58,55.834,-1.0,-1.0,-1.0
21.0,6.0,1349.0,490.0,73.864,167.61,39.327,-1.0,-1.0,-1.0
21.0,9.0,1594.0,396.0,159.84,362.7,33.805,-1.0,-1.0,-1.0
21.0,10.0,1692.0,396.0,159.84,362.7,30.437,-1.0,-1.0,-1.0
22.0,1.0,1643.0,396.0,159.84,362.7,69.866,-1.0,-1.0,-1.0
22.0,8.0,-52.0,254.0,270.83,614.58,52.643,-1.0,-1.0,-1.0
22.0,6.0,1349.0,490.0,73.864,167.61,36.897,-1.0,-1.0,-1.0
22.0,9.0,1594.0,371.0,159.84,362.7,24.467,-1.0,-1.0,-1.0
22.0,10.0,1792.0,456.0,73.864,167.61,21.708,-1.0,-1.0,-1.0
22.0,11.0,1314.0,468.0,79.918,181.35,16.32,-1.0,-1.0,-1.0
23.0,1.0,1643.0,354.0,175.68,398.65,71.576,-1.0,-1.0,-1.0
23.0,8.0,-52.0,254.0,270.83,614.58,55.724,-1.0,-1.0,-1.0
23.0,6.0,1349.0,490.0,73.864,167.61,33.171,-1.0,-1.0,-1.0
23.0,9.0,1589.0,381.0,175.68,398.65,30.184,-1.0,-1.0,-1.0
23.0,10.0,1792.0,456.0,73.864,167.61,17.312,-1.0,-1.0,-1.0
24.0,9.0,1619.0,396.0,159.84,362.7,74.939,-1.0,-1.0,-1.0
24.0,8.0,-52.0,254.0,270.83,614.58,48.298,-1.0,-1.0,-1.0
24.0,6.0,1349.0,490.0,73.864,167.61,35.903,-1.0,-1.0,-1.0
24.0,1.0,1668.0,371.0,159.84,362.7,32.518,-1.0,-1.0,-1.0
24.0,10.0,1326.0,479.0,73.864,167.61,25.98,-1.0,-1.0,-1.0
25.0,9.0,1619.0,396.0,159.84,362.7,77.047,-1.0,-1.0,-1.0
25.0,6.0,1349.0,490.0,73.864,167.61,36.734,-1.0,-1.0,-1.0
25.0,8.0,-10.0,254.0,270.83,614.58,34.067,-1.0,-1.0,-1.0
25.0,1.0,1668.0,371.0,159.84,362.7,30.144,-1.0,-1.0,-1.0
25.0,11.0,1840.0,532.0,36.723,83.333,28.766,-1.0,-1.0,-1.0
25.0,10.0,1326.0,479.0,73.864,167.61,26.27,-1.0,-1.0,-1.0
26.0,9.0,1619.0,396.0,159.84,362.7,69.991,-1.0,-1.0,-1.0
26.0,6.0,1349.0,490.0,73.864,167.61,35.431,-1.0,-1.0,-1.0
26.0,11.0,1835.0,557.0,26.0,59.0,31.706,-1.0,-1.0,-1.0
26.0,10.0,1326.0,479.0,73.864,167.61,25.202,-1.0,-1.0,-1.0
26.0,1.0,1668.0,371.0,159.84,362.7,19.606,-1.0,-1.0,-1.0
27.0,9.0,1616.0,354.0,175.68,398.65,70.678,-1.0,-1.0,-1.0
27.0,6.0,1349.0,490.0,73.864,167.61,37.041,-1.0,-1.0,-1.0
27.0,11.0,1831.0,557.0,26.0,59.0,26.431,-1.0,-1.0,-1.0
27.0,10.0,1326.0,479.0,73.864,167.61,21.989,-1.0,-1.0,-1.0
27.0,1.0,1670.0,381.0,175.68,398.65,18.886,-1.0,-1.0,-1.0
28.0,9.0,1616.0,354.0,175.68,398.65,82.014,-1.0,-1.0,-1.0
28.0,6.0,1349.0,490.0,73.864,167.61,36.827,-1.0,-1.0,-1.0
28.0,10.0,31.0,254.0,270.83,614.58,33.905,-1.0,-1.0,-1.0
28.0,1.0,1831.0,357.0,79.918,181.35,16.904,-1.0,-1.0,-1.0
29.0,9.0,1619.0,371.0,159.84,362.7,72.384,-1.0,-1.0,-1.0
29.0,6.0,1349.0,490.0,73.864,167.61,38.639,-1.0,-1.0,-1.0
29.0,10.0,31.0,254.0,270.83,614.58,27.667,-1.0,-1.0,-1.0
29.0,11.0,1569.0,396.0,159.84,362.7,18.852,-1.0,-1.0,-1.0
29.0,1.0,1689.0,430.0,146.62,332.71,16.746,-1.0,-1.0,-1.0
30.0,9.0,1616.0,354.0,175.68,398.65,65.412,-1.0,-1.0,-1.0
30.0,6.0,1339.0,480.0,79.918,181.35,46.891,-1.0,-1.0,-1.0
30.0,1.0,1810.0,533.0,30.903,70.127,35.29,-1.0,-1.0,-1.0
30.0,10.0,31.0,254.0,270.83,614.58,26.037,-1.0,-1.0,-1.0
31.0,9.0,1616.0,354.0,175.68,398.65,64.181,-1.0,-1.0,-1.0
31.0,6.0,1349.0,490.0,73.864,167.61,50.363,-1.0,-1.0,-1.0
31.0,1.0,1815.0,549.0,26.0,59.0,37.117,-1.0,-1.0,-1.0
31.0,10.0,1326.0,479.0,73.864,167.61,29.999,-1.0,-1.0,-1.0
32.0,9.0,1619.0,396.0,159.84,362.7,68.372,-1.0,-1.0,-1.0
32.0,11.0,1349.0,490.0,73.864,167.61,56.174,-1.0,-1.0,-1.0
32.0,12.0,1752.0,290.0,207.45,470.74,33.244,-1.0,-1.0,-1.0
32.0,1.0,1689.0,430.0,146.62,332.71,21.87,-1.0,-1.0,-1.0
32.0,10.0,1308.0,461.0,87.838,199.32,16.652,-1.0,-1.0,-1.0
32.0,6.0,127.0,688.0,94.66,214.81,16.468,-1.0,-1.0,-1.0
33.0,9.0,1616.0,354.0,175.68,398.65,73.534,-1.0,-1.0,-1.0
33.0,6.0,1339.0,480.0,79.918,181.35,52.712,-1.0,-1.0,-1.0
33.0,12.0,1752.0,290.0,207.45,470.74,41.951,-1.0,-1.0,-1.0
33.0,11.0,73.0,254.0,270.83,614.58,37.316,-1.0,-1.0,-1.0
34.0,9.0,1616.0,354.0,175.68,398.65,73.734,-1.0,-1.0,-1.0
34.0,13.0,1349.0,490.0,73.864,167.61,63.212,-1.0,-1.0,-1.0
34.0,12.0,1752.0,290.0,207.45,470.74,39.56,-1.0,-1.0,-1.0
34.0,6.0,1308.0,461.0,87.838,199.32,28.613,-1.0,-1.0,-1.0
34.0,14.0,1692.0,396.0,159.84,362.7,23.19,-1.0,-1.0,-1.0
34.0,11.0,73.0,254.0,270.83,614.58,23.081,-1.0,-1.0,-1.0
35.0,9.0,1616.0,354.0,175.68,398.65,79.855,-1.0,-1.0,-1.0
35.0,13.0,1349.0,490.0,73.864,167.61,61.084,-1.0,-1.0,-1.0
35.0,14.0,1670.0,381.0,175.68,398.65,43.711,-1.0,-1.0,-1.0
35.0,12.0,1752.0,290.0,207.45,470.74,35.54,-1.0,-1.0,-1.0
35.0,6.0,1308.0,461.0,87.838,199.32,26.288,-1.0,-1.0,-1.0
35.0,11.0,135.0,647.0,113.37,257.27,15.332,-1.0,-1.0,-1.0
36.0,9.0,1616.0,354.0,175.68,398.65,70.057,-1.0,-1.0,-1.0
36.0,13.0,1349.0,490.0,73.864,167.61,63.441,-1.0,-1.0,-1.0
36.0,14.0,1670.0,381.0,175.68,398.65,45.533,-1.0,-1.0,-1.0
36.0,12.0,1752.0,290.0,207.45,470.74,32.183,-1.0,-1.0,-1.0
36.0,11.0,1308.0,461.0,87.838,199.32,21.661,-1.0,-1.0,-1.0
36.0,6.0,145.0,713.0,79.918,181.35,15.604,-1.0,-1.0,-1.0
37.0,9.0,1616.0,354.0,175.68,398.65,70.38,-1.0,-1.0,-1.0
37.0,13.0,1349.0,490.0,73.864,167.61,65.47,-1.0,-1.0,-1.0
37.0,14.0,1670.0,381.0,175.68,398.65,46.659,-1.0,-1.0,-1.0
37.0,12.0,1752.0,290.0,207.45,470.74,31.266,-1.0,-1.0,-1.0
37.0,6.0,1310.0,545.0,52.0,118.0,22.581,-1.0,-1.0,-1.0
38.0,9.0,1616.0,354.0,175.68,398.65,68.337,-1.0,-1.0,-1.0
38.0,13.0,1349.0,490.0,73.864,167.61,59.666,-1.0,-1.0,-1.0
38.0,14.0,1670.0,381.0,175.68,398.65,46.271,-1.0,-1.0,-1.0
38.0,12.0,1752.0,290.0,207.45,470.74,34.966,-1.0,-1.0,-1.0
38.0,6.0,1308.0,461.0,87.838,199.32,18.842,-1.0,-1.0,-1.0
39.0,9.0,1616.0,381.0,175.68,398.65,68.451,-1.0,-1.0,-1.0
39.0,13.0,1349.0,490.0,73.864,167.61,50.873,-1.0,-1.0,-1.0
39.0,12.0,1752.0,290.0,207.45,470.74,27.192,-1.0,-1.0,-1.0
39.0,6.0,1308.0,461.0,87.838,199.32,20.926,-1.0,-1.0,-1.0
40.0,9.0,1622.0,354.0,189.32,429.61,69.024,-1.0,-1.0,-1.0
40.0,13.0,1349.0,490.0,73.864,167.61,56.938,-1.0,-1.0,-1.0
40.0,12.0,1752.0,290.0,207.45,470.74,27.79,-1.0,-1.0,-1.0
40.0,6.0,1310.0,545.0,52.0,118.0,25.53,-1.0,-1.0,-1.0
40.0,14.0,329.0,543.0,135.42,307.29,24.219,-1.0,-1.0,-1.0
41.0,9.0,1622.0,354.0,189.32,429.61,73.547,-1.0,-1.0,-1.0
41.0,13.0,1349.0,490.0,73.864,167.61,59.175,-1.0,-1.0,-1.0
41.0,12.0,1752.0,290.0,207.45,470.74,31.459,-1.0,-1.0,-1.0
41.0,6.0,1310.0,545.0,52.0,118.0,29.978,-1.0,-1.0,-1.0
41.0,14.0,333.0,543.0,146.62,332.71,24.89,-1.0,-1.0,-1.0
42.0,9.0,1622.0,354.0,189.32,429.61,70.72,-1.0,-1.0,-1.0
42.0,13.0,1349.0,490.0,73.864,167.61,56.873,-1.0,-1.0,-1.0
42.0,12.0,1752.0,290.0,207.45,470.74,36.56,-1.0,-1.0,-1.0
42.0,14.0,236.0,248.0,226.74,514.53,22.091,-1.0,-1.0,-1.0
42.0,6.0,1308.0,461.0,87.838,199.32,15.074,-1.0,-1.0,-1.0
43.0,9.0,1616.0,381.0,175.68,398.65,75.593,-1.0,-1.0,-1.0
43.0,13.0,1349.0,490.0,73.864,167.61,46.469,-1.0,-1.0,-1.0
43.0,12.0,1752.0,290.0,207.45,470.74,38.97,-1.0,-1.0,-1.0
43.0,14.0,259.0,275.0,250.0,567.31,20.603,-1.0,-1.0,-1.0
43.0,6.0,1310.0,537.0,52.0,118.0,18.292,-1.0,-1.0,-1.0
44.0,9.0,1593.0,354.0,189.32,429.61,80.576,-1.0,-1.0,-1.0
44.0,13.0,1349.0,490.0,73.864,167.61,50.829,-1.0,-1.0,-1.0
44.0,12.0,1737.0,283.0,226.74,514.53,36.619,-1.0,-1.0,-1.0
44.0,14.0,497.0,515.0,33.737,76.557,15.359,-1.0,-1.0,-1.0
45.0,9.0,1622.0,354.0,189.32,429.61,74.794,-1.0,-1.0,-1.0
45.0,13.0,1349.0,490.0,73.864,167.61,54.438,-1.0,-1.0,-1.0
45.0,12.0,1752.0,290.0,207.45,470.74,36.327,-1.0,-1.0,-1.0
45.0,14.0,1564.0,325.0,189.32,429.61,29.29,-1.0,-1.0,-1.0
45.0,15.0,1315.0,545.0,47.794,108.46,15.828,-1.0,-1.0,-1.0
46.0,14.0,1593.0,354.0,189.32,429.61,73.628,-1.0,-1.0,-1.0
46.0,13.0,1349.0,490.0,73.864,167.61,58.151,-1.0,-1.0,-1.0
46.0,12.0,1752.0,290.0,207.45,470.74,41.979,-1.0,-1.0,-1.0
46.0,9.0,1670.0,381.0,175.68,398.65,28.986,-1.0,-1.0,-1.0
46.0,15.0,512.0,494.0,33.737,76.557,18.692,-1.0,-1.0,-1.0
47.0,14.0,1593.0,354.0,189.32,429.61,66.649,-1.0,-1.0,-1.0
47.0,13.0,1349.0,490.0,73.864,167.61,54.048,-1.0,-1.0,-1.0
47.0,12.0,1737.0,283.0,226.74,514.53,43.154,-1.0,-1.0,-1.0
47.0,16.0,338.0,519.0,159.84,362.7,27.682,-1.0,-1.0,-1.0
47.0,9.0,1670.0,381.0,175.68,398.65,25.357,-1.0,-1.0,-1.0
47.0,15.0,1308.0,461.0,87.838,199.32,16.058,-1.0,-1.0,-1.0
48.0,14.0,1593.0,354.0,189.32,429.61,63.243,-1.0,-1.0,-1.0
48.0,13.0,1349.0,490.0,73.864,167.61,54.639,-1.0,-1.0,-1.0
48.0,12.0,1737.0,283.0,226.74,514.53,44.187,-1.0,-1.0,-1.0
48.0,9.0,1670.0,354.0,175.68,398.65,20.951,-1.0,-1.0,-1.0
49.0,14.0,1593.0,354.0,189.32,429.61,69.067,-1.0,-1.0,-1.0
49.0,13.0,1349.0,490.0,73.864,167.61,56.656,-1.0,-1.0,-1.0
49.0,12.0,1752.0,290.0,207.45,470.74,43.303,-1.0,-1.0,-1.0
49.0,9.0,1670.0,354.0,175.68,398.65,24.656,-1.0,-1.0,-1.0
49.0,15.0,336.0,236.0,250.0,567.31,17.948,-1.0,-1.0,-1.0
50.0,14.0,1593.0,354.0,189.32,429.61,69.552,-1.0,-1.0,-1.0
50.0,13.0,1349.0,490.0,73.864,167.61,49.767,-1.0,-1.0,-1.0
50.0,12.0,1737.0,283.0,226.74,514.53,36.585,-1.0,-1.0,-1.0
50.0,9.0,1670.0,381.0,175.68,398.65,27.052,-1.0,-1.0,-1.0
50.0,15.0,1315.0,545.0,47.794,108.46,18.745,-1.0,-1.0,-1.0
51.0,14.0,1564.0,354.0,189.32,429.61,68.85,-1.0,-1.0,-1.0
51.0,13.0,1349.0,490.0,73.864,167.61,44.878,-1.0,-1.0,-1.0
51.0,9.0,1643.0,381.0,175.68,398.65,39.4,-1.0,-1.0,-1.0
51.0,12.0,1737.0,283.0,226.74,514.53,37.965,-1.0,-1.0,-1.0
52.0,14.0,1593.0,354.0,189.32,429.61,60.967,-1.0,-1.0,-1.0
52.0,13.0,1349.0,490.0,73.864,167.61,49.451,-1.0,-1.0,-1.0
52.0,12.0,1737.0,283.0,226.74,514.53,38.206,-1.0,-1.0,-1.0
52.0,9.0,1670.0,381.0,175.68,398.65,22.06,-1.0,-1.0,-1.0
52.0,15.0,1315.0,545.0,47.794,108.46,16.975,-1.0,-1.0,-1.0
53.0,14.0,1593.0,354.0,189.32,429.61,57.805,-1.0,-1.0,-1.0
53.0,13.0,1349.0,490.0,73.864,167.61,55.381,-1.0,-1.0,-1.0
53.0,12.0,1737.0,283.0,226.74,514.53,30.074,-1.0,-1.0,-1.0
53.0,15.0,1315.0,545.0,47.794,108.46,16.196,-1.0,-1.0,-1.0
53.0,9.0,1651.0,383.0,189.32,429.61,15.7,-1.0,-1.0,-1.0
54.0,14.0,1593.0,354.0,189.32,429.61,59.841,-1.0,-1.0,-1.0
54.0,13.0,1349.0,490.0,73.864,167.61,51.86,-1.0,-1.0,-1.0
54.0,12.0,1737.0,283.0,226.74,514.53,40.997,-1.0,-1.0,-1.0
54.0,9.0,1651.0,383.0,189.32,429.61,19.852,-1.0,-1.0,-1.0
54.0,15.0,13.0,490.0,113.37,257.27,15.203,-1.0,-1.0,-1.0
55.0,14.0,1528.0,322.0,207.45,470.74,58.095,-1.0,-1.0,-1.0
55.0,13.0,1349.0,490.0,73.864,167.61,48.271,-1.0,-1.0,-1.0
55.0,9.0,1622.0,354.0,189.32,429.61,47.883,-1.0,-1.0,-1.0
55.0,12.0,1737.0,283.0,226.74,514.53,43.223,-1.0,-1.0,-1.0
55.0,15.0,582.0,498.0,146.62,332.71,22.641,-1.0,-1.0,-1.0
56.0,14.0,1564.0,354.0,189.32,429.61,60.119,-1.0,-1.0,-1.0
56.0,13.0,1349.0,490.0,73.864,167.61,49.125,-1.0,-1.0,-1.0
56.0,12.0,1702.0,283.0,226.74,514.53,46.551,-1.0,-1.0,-1.0
56.0,15.0,582.0,498.0,146.62,332.71,27.147,-1.0,-1.0,-1.0
57.0,14.0,1564.0,354.0,189.32,429.61,61.475,-1.0,-1.0,-1.0
57.0,13.0,1349.0,490.0,73.864,167.61,46.852,-1.0,-1.0,-1.0
57.0,15.0,579.0,522.0,135.42,307.29,42.276,-1.0,-1.0,-1.0
57.0,12.0,1702.0,283.0,226.74,514.53,40.341,-1.0,-1.0,-1.0
57.0,16.0,1622.0,383.0,189.32,429.61,17.515,-1.0,-1.0,-1.0
57.0,17.0,1308.0,461.0,87.838,199.32,15.699,-1.0,-1.0,-1.0
58.0,13.0,1349.0,490.0,73.864,167.61,48.833,-1.0,-1.0,-1.0
58.0,12.0,1737.0,283.0,226.74,514.53,48.702,-1.0,-1.0,-1.0
58.0,16.0,1593.0,354.0,189.32,429.61,44.318,-1.0,-1.0,-1.0
58.0,15.0,604.0,552.0,123.42,280.06,24.186,-1.0,-1.0,-1.0
58.0,17.0,1308.0,461.0,87.838,199.32,15.963,-1.0,-1.0,-1.0
59.0,12.0,1737.0,283.0,226.74,514.53,52.273,-1.0,-1.0,-1.0
59.0,13.0,1349.0,490.0,73.864,167.61,50.529,-1.0,-1.0,-1.0
59.0,16.0,1622.0,354.0,189.32,429.61,41.522,-1.0,-1.0,-1.0
59.0,18.0,1528.0,353.0,207.45,470.74,39.826,-1.0,-1.0,-1.0
59.0,15.0,1378.0,510.0,67.474,153.11,15.88,-1.0,-1.0,-1.0
59.0,17.0,1308.0,461.0,87.838,199.32,15.087,-1.0,-1.0,-1.0
60.0,12.0,1702.0,283.0,226.74,514.53,49.047,-1.0,-1.0,-1.0
60.0,13.0,1349.0,490.0,73.864,167.61,48.119,-1.0,-1.0,-1.0
60.0,18.0,1528.0,353.0,207.45,470.74,41.755,-1.0,-1.0,-1.0
60.0,16.0,1622.0,354.0,189.32,429.61,32.633,-1.0,-1.0,-1.0
60.0,15.0,532.0,213.0,270.83,614.58,17.771,-1.0,-1.0,-1.0
61.0,18.0,1554.0,514.0,123.42,280.06,53.015,-1.0,-1.0,-1.0
61.0,12.0,1702.0,283.0,226.74,514.53,50.716,-1.0,-1.0,-1.0
61.0,13.0,1349.0,490.0,73.864,167.61,46.722,-1.0,-1.0,-1.0
61.0,16.0,1622.0,354.0,189.32,429.61,24.336,-1.0,-1.0,-1.0
61.0,15.0,393.0,463.0,103.17,234.13,15.025,-1.0,-1.0,-1.0
62.0,12.0,1702.0,283.0,226.74,514.53,53.216,-1.0,-1.0,-1.0
62.0,18.0,1554.0,514.0,123.42,280.06,48.648,-1.0,-1.0,-1.0
62.0,13.0,1349.0,490.0,73.864,167.61,44.681,-1.0,-1.0,-1.0
62.0,16.0,1622.0,354.0,189.32,429.61,21.698,-1.0,-1.0,-1.0
62.0,19.0,566.0,236.0,250.0,567.31,19.586,-1.0,-1.0,-1.0
62.0,15.0,377.0,463.0,103.17,234.13,15.189,-1.0,-1.0,-1.0
63.0,18.0,1528.0,322.0,207.45,470.74,57.984,-1.0,-1.0,-1.0
63.0,12.0,1702.0,283.0,226.74,514.53,54.974,-1.0,-1.0,-1.0
63.0,13.0,1351.0,480.0,79.918,181.35,47.674,-1.0,-1.0,-1.0
63.0,15.0,377.0,463.0,103.17,234.13,27.306,-1.0,-1.0,-1.0
63.0,16.0,1592.0,353.0,207.45,470.74,26.562,-1.0,-1.0,-1.0
63.0,19.0,566.0,236.0,250.0,567.31,24.716,-1.0,-1.0,-1.0
63.0,20.0,1308.0,461.0,87.838,199.32,18.725,-1.0,-1.0,-1.0
64.0,18.0,1528.0,322.0,207.45,470.74,52.384,-1.0,-1.0,-1.0
64.0,12.0,1702.0,283.0,226.74,514.53,49.421,-1.0,-1.0,-1.0
64.0,13.0,1349.0,490.0,73.864,167.61,49.373,-1.0,-1.0,-1.0
64.0,15.0,393.0,447.0,103.17,234.13,30.743,-1.0,-1.0,-1.0
64.0,16.0,1592.0,353.0,207.45,470.74,24.631,-1.0,-1.0,-1.0
64.0,19.0,566.0,236.0,250.0,567.31,22.315,-1.0,-1.0,-1.0
64.0,20.0,1308.0,461.0,87.838,199.32,15.606,-1.0,-1.0,-1.0
65.0,18.0,1567.0,542.0,113.37,257.27,63.039,-1.0,-1.0,-1.0
65.0,13.0,1349.0,490.0,73.864,167.61,52.873,-1.0,-1.0,-1.0
65.0,12.0,1702.0,283.0,226.74,514.53,51.194,-1.0,-1.0,-1.0
65.0,19.0,393.0,447.0,103.17,234.13,41.304,-1.0,-1.0,-1.0
65.0,15.0,796.0,741.0,28.302,64.224,17.651,-1.0,-1.0,-1.0
65.0,16.0,1622.0,383.0,189.32,429.61,16.76,-1.0,-1.0,-1.0
65.0,20.0,1308.0,461.0,87.838,199.32,16.362,-1.0,-1.0,-1.0
66.0,18.0,1528.0,322.0,207.45,470.74,55.163,-1.0,-1.0,-1.0
66.0,13.0,1349.0,490.0,73.864,167.61,55.128,-1.0,-1.0,-1.0
66.0,12.0,1680.0,236.0,250.0,567.31,53.531,-1.0,-1.0,-1.0
66.0,19.0,809.0,741.0,28.302,64.224,35.819,-1.0,-1.0,-1.0
