frame,id,x,y,w,h,score,class,visibility,unused
46,96,1752,290,207,470,1,1,1,1
46,52,1670,381,175,398,1,1,1,1
46,120,512,494,33,76,1,1,1,1
47,118,1593,354,189,429,1,1,1,1
47,17,1349,490,73,167,1,1,1,1
47,96,1737,283,226,514,1,1,1,1
47,122,338,519,159,362,1,1,1,1
47,52,1670,381,175,398,1,1,1,1
47,123,1308,461,87,199,1,1,1,1
48,118,1593,354,189,429,1,1,1,1
48,17,1349,490,73,167,1,1,1,1
48,96,1737,283,226,514,1,1,1,1
48,52,1670,354,175,398,1,1,1,1
49,118,1593,354,189,429,1,1,1,1
49,17,1349,490,73,167,1,1,1,1
49,96,1752,290,207,470,1,1,1,1
49,52,1670,354,175,398,1,1,1,1
49,129,336,236,250,567,1,1,1,1
50,118,1593,354,189,429,1,1,1,1
50,17,1349,490,73,167,1,1,1,1
50,96,1737,283,226,514,1,1,1,1
50,52,1670,381,175,398,1,1,1,1
50,132,1315,545,47,108,1,1,1,1
51,118,1564,354,189,429,1,1,1,1
51,17,1349,490,73,167,1,1,1,1
51,52,1643,381,175,398,1,1,1,1
51,96,1737,283,226,514,1,1,1,1
52,118,1593,354,189,429,1,1,1,1
52,17,1349,490,73,167,1,1,1,1
52,96,1737,283,226,514,1,1,1,1
52,52,1670,381,175,398,1,1,1,1
52,135,1315,545,47,108,1,1,1,1
53,118,1593,354,189,429,1,1,1,1
53,17,1349,490,73,167,1,1,1,1
53,96,1737,283,226,514,1,1,1,1
53,135,1315,545,47,108,1,1,1,1
53,52,1651,383,189,429,1,1,1,1
54,118,1593,354,189,429,1,1,1,1
54,17,1349,490,73,167,1,1,1,1
54,96,1737,283,226,514,1,1,1,1
54,52,1651,383,189,429,1,1,1,1
54,137,13,490,113,257,1,1,1,1
55,118,1528,322,207,470,1,1,1,1
55,17,1349,490,73,167,1,1,1,1
55,52,1622,354,189,429,1,1,1,1
55,96,1737,283,226,514,1,1,1,1
55,140,582,498,146,332,1,1,1,1
56,118,1564,354,189,429,1,1,1,1
56,17,1349,490,73,167,1,1,1,1
56,96,1702,283,226,514,1,1,1,1
56,140,582,498,146,332,1,1,1,1
57,118,1564,354,189,429,1,1,1,1
57,17,1349,490,73,167,1,1,1,1
57,140,579,522,135,307,1,1,1,1
57,96,1702,283,226,514,1,1,1,1
57,147,1622,383,189,429,1,1,1,1
57,148,1308,461,87,199,1,1,1,1
58,17,1349,490,73,167,1,1,1,1
58,96,1737,283,226,514,1,1,1,1
58,118,1593,354,189,429,1,1,1,1
58,140,604,552,123,280,1,1,1,1
58,148,1308,461,87,199,1,1,1,1
59,96,1737,283,226,514,1,1,1,1
59,17,1349,490,73,167,1,1,1,1
59,118,1622,354,189,429,1,1,1,1
59,153,1528,353,207,470,1,1,1,1
59,154,1378,510,67,153,1,1,1,1
59,148,1308,461,87,199,1,1,1,1
60,96,1702,283,226,514,1,1,1,1
60,17,1349,490,73,167,1,1,1,1
60,153,1528,353,207,470,1,1,1,1
60,118,1622,354,189,429,1,1,1,1
60,156,532,213,270,614,1,1,1,1
61,159,1554,514,123,280,1,1,1,1
61,96,1702,283,226,514,1,1,1,1
61,17,1349,490,73,167,1,1,1,1
61,118,1622,354,189,429,1,1,1,1
61,160,393,463,103,234,1,1,1,1
62,96,1702,283,226,514,1,1,1,1
62,159,1554,514,123,280,1,1,1,1
62,17,1349,490,73,167,1,1,1,1
62,118,1622,354,189,429,1,1,1,1
62,166,566,236,250,567,1,1,1,1
62,160,377,463,103,234,1,1,1,1
63,170,1528,322,207,470,1,1,1,1
63,96,1702,283,226,514,1,1,1,1
63,17,1351,480,79,181,1,1,1,1
63,160,377,463,103,234,1,1,1,1
63,118,1592,353,207,470,1,1,1,1
63,166,566,236,250,567,1,1,1,1
63,171,1308,461,87,199,1,1,1,1
64,170,1528,322,207,470,1,1,1,1
64,96,1702,283,226,514,1,1,1,1
64,17,1349,490,73,167,1,1,1,1
64,160,393,447,103,234,1,1,1,1
64,118,1592,353,207,470,1,1,1,1
64,166,566,236,250,567,1,1,1,1
64,171,1308,461,87,199,1,1,1,1
65,174,1567,542,113,257,1,1,1,1
65,17,1349,490,73,167,1,1,1,1
65,96,1702,283,226,514,1,1,1,1
65,175,393,447,103,234,1,1,1,1
65,160,796,741,28,64,1,1,1,1
65,118,1622,383,189,429,1,1,1,1
65,171,1308,461,87,199,1,1,1,1
66,177,1528,322,207,470,1,1,1,1
66,17,1349,490,73,167,1,1,1,1
66,96,1680,236,250,567,1,1,1,1
66,175,809,741,28,64,1,1,1,1
66,160,393,447,103,234,1,1,1,1
66,118,1592,353,207,470,1,1,1,1
67,96,1680,236,250,567,1,1,1,1
67,17,1349,490,73,167,1,1,1,1
67,177,1535,408,175,398,1,1,1,1
67,160,409,447,103,234,1,1,1,1
67,118,1593,354,189,429,1,1,1,1
67,180,1378,510,67,153,1,1,1,1
67,175,1308,461,87,199,1,1,1,1
68,96,1680,236,250,567,1,1,1,1
68,17,1349,490,73,167,1,1,1,1
68,177,1535,354,189,429,1,1,1,1
68,160,409,447,103,234,1,1,1,1
68,183,1310,545,52,118,1,1,1,1
69,96,1680,236,250,567,1,1,1,1
69,17,1349,490,73,167,1,1,1,1
69,177,1528,353,207,470,1,1,1,1
69,160,409,447,103,234,1,1,1,1
69,187,689,283,226,514,1,1,1,1
69,188,1378,510,67,153,1,1,1,1
70,96,1680,236,250,567,1,1,1,1
70,191,1349,490,73,167,1,1,1,1
70,177,1528,353,207,470,1,1,1,1
70,160,409,447,103,234,1,1,1,1
70,17,704,721,47,108,1,1,1,1
70,192,678,447,103,234,1,1,1,1
70,188,1378,510,67,153,1,1,1,1
70,193,781,542,113,257,1,1,1,1
70,194,1308,461,87,199,1,1,1,1
71,177,1496,353,207,470,1,1,1,1
71,17,1339,480,79,181,1,1,1,1
71,96,1680,236,250,567,1,1,1,1
71,188,1379,513,61,139,1,1,1,1
71,160,409,447,103,234,1,1,1,1
71,198,797,645,67,153,1,1,1,1
71,194,730,712,43,98,1,1,1,1
71,199,720,266,189,429,1,1,1,1
71,200,1560,322,207,470,1,1,1,1
72,194,1349,490,73,167,1,1,1,1
72,177,1496,353,207,470,1,1,1,1
72,96,1680,236,250,567,1,1,1,1
72,199,720,266,189,429,1,1,1,1
72,17,757,705,43,98,1,1,1,1
72,160,409,447,103,234,1,1,1,1
72,205,1310,545,52,118,1,1,1,1
72,206,775,533,123,280,1,1,1,1
73,177,1496,353,207,470,1,1,1,1
73,17,1349,490,73,167,1,1,1,1
73,96,1680,236,250,567,1,1,1,1
73,199,728,258,207,470,1,1,1,1
73,205,1310,545,52,118,1,1,1,1
73,160,409,447,103,234,1,1,1,1
74,17,1349,490,73,167,1,1,1,1
74,177,1496,353,207,470,1,1,1,1
74,96,1680,236,250,567,1,1,1,1
74,213,794,533,123,280,1,1,1,1
74,160,409,447,103,234,1,1,1,1
74,199,749,266,189,429,1,1,1,1
74,205,1310,545,52,118,1,1,1,1
74,214,1603,275,250,567,1,1,1,1
75,17,1349,490,73,167,1,1,1,1
75,177,1528,353,207,470,1,1,1,1
75,213,799,542,113,257,1,1,1,1
75,96,1680,236,250,567,1,1,1,1
75,216,1308,461,87,199,1,1,1,1
75,217,851,514,123,280,1,1,1,1
75,160,415,438,113,257,1,1,1,1
75,214,1603,275,250,567,1,1,1,1
75,218,1378,510,67,153,1,1,1,1
76,177,1496,353,207,470,1,1,1,1
76,17,1339,480,79,181,1,1,1,1
76,96,1680,236,250,567,1,1,1,1
76,223,759,283,226,514,1,1,1,1
76,160,424,447,103,234,1,1,1,1
76,218,1379,513,61,139,1,1,1,1
76,214,1603,275,250,567,1,1,1,1
76,224,1310,545,52,118,1,1,1,1
76,225,250,478,103,234,1,1,1,1
77,17,1349,490,73,167,1,1,1,1
77,96,1667,283,226,514,1,1,1,1
77,177,1492,318,226,514,1,1,1,1
77,227,809,627,79,181,1,1,1,1
77,160,409,447,103,234,1,1,1,1
77,224,1310,545,52,118,1,1,1,1
77,225,250,463,103,234,1,1,1,1
77,228,889,514,123,280,1,1,1,1
78,17,1339,480,79,181,1,1,1,1
78,96,1667,283,226,514,1,1,1,1
78,177,1492,318,226,514,1,1,1,1
78,230,1372,490,73,167,1,1,1,1
78,227,808,609,87,199,1,1,1,1
78,160,424,447,103,234,1,1,1,1
78,224,1310,545,52,118,1,1,1,1
79,17,1339,480,79,181,1,1,1,1
79,177,1492,318,226,514,1,1,1,1
79,96,1642,275,250,567,1,1,1,1
79,224,1310,545,52,118,1,1,1,1
79,160,424,447,103,234,1,1,1,1
79,230,1372,490,73,167,1,1,1,1
79,234,250,463,103,234,1,1,1,1
79,227,809,615,79,181,1,1,1,1
80,177,1492,318,226,514,1,1,1,1
80,230,1349,490,73,167,1,1,1,1
80,96,1642,275,250,567,1,1,1,1
80,160,424,447,103,234,1,1,1,1
80,224,1310,545,52,118,1,1,1,1
80,17,1007,721,26,59,1,1,1,1
80,234,266,463,103,234,1,1,1,1
81,17,1349,490,73,167,1,1,1,1
81,177,1496,353,207,470,1,1,1,1
81,96,1642,275,250,567,1,1,1,1
81,224,1310,545,52,118,1,1,1,1
81,160,424,447,103,234,1,1,1,1
82,177,1458,318,226,514,1,1,1,1
82,17,1349,490,73,167,1,1,1,1
82,96,1642,275,250,567,1,1,1,1
82,160,440,447,103,234,1,1,1,1
82,224,1310,545,52,118,1,1,1,1
83,17,1339,480,79,181,1,1,1,1
83,96,1680,275,250,567,1,1,1,1
83,177,1458,318,226,514,1,1,1,1
83,244,1372,490,73,167,1,1,1,1
83,245,1603,236,250,567,1,1,1,1
83,224,1310,545,52,118,1,1,1,1
83,160,432,438,113,257,1,1,1,1
84,17,1339,480,79,181,1,1,1,1
84,177,1458,318,226,514,1,1,1,1
84,245,1656,258,207,470,1,1,1,1
84,249,1744,571,123,280,1,1,1,1
84,244,1372,490,73,167,1,1,1,1
84,160,440,447,103,234,1,1,1,1
84,224,1310,545,52,118,1,1,1,1
84,250,1895,524,30,70,1,1,1,1
84,251,888,290,207,470,1,1,1,1
85,177,1464,353,207,470,1,1,1,1
85,17,1339,480,79,181,1,1,1,1
85,245,1656,258,207,470,1,1,1,1
85,251,888,290,207,470,1,1,1,1
85,244,1379,513,61,139,1,1,1,1
85,224,1310,545,52,118,1,1,1,1
85,160,432,438,113,257,1,1,1,1
85,249,1744,571,123,280,1,1,1,1
86,177,1458,318,226,514,1,1,1,1
86,17,1349,490,73,167,1,1,1,1
86,245,1656,258,207,470,1,1,1,1
86,224,1310,545,52,118,1,1,1,1
86,251,920,290,207,470,1,1,1,1
86,244,1378,510,67,153,1,1,1,1
86,160,440,447,103,234,1,1,1,1
86,249,1734,520,146,332,1,1,1,1
86,253,1527,353,226,514,1,1,1,1
87,177,1458,318,226,514,1,1,1,1
87,17,1349,490,73,167,1,1,1,1
87,245,1656,258,207,470,1,1,1,1
87,251,920,290,207,470,1,1,1,1
87,224,1310,545,52,118,1,1,1,1
87,249,1727,543,135,307,1,1,1,1
87,160,440,447,103,234,1,1,1,1
87,244,1378,510,67,153,1,1,1,1
88,245,1656,258,207,470,1,1,1,1
88,17,1349,490,73,167,1,1,1,1
88,251,920,290,207,470,1,1,1,1
88,177,1458,318,226,514,1,1,1,1
88,249,1711,520,146,332,1,1,1,1
88,224,1310,545,52,118,1,1,1,1
88,244,1378,510,67,153,1,1,1,1
88,256,302,469,94,214,1,1,1,1
88,160,440,447,103,234,1,1,1,1
89,17,1349,490,73,167,1,1,1,1
89,251,920,290,207,470,1,1,1,1
89,245,1656,258,207,470,1,1,1,1
89,177,1432,353,207,470,1,1,1,1
89,257,1708,664,79,181,1,1,1,1
89,224,1310,545,52,118,1,1,1,1
89,258,1527,318,226,514,1,1,1,1
89,160,449,438,113,257,1,1,1,1
90,245,1617,254,270,614,1,1,1,1
90,251,952,290,207,470,1,1,1,1
90,17,1339,480,79,181,1,1,1,1
90,177,1423,353,226,514,1,1,1,1
90,224,1310,545,52,118,1,1,1,1
90,160,449,438,113,257,1,1,1,1
90,263,313,463,103,234,1,1,1,1
91,251,952,290,207,470,1,1,1,1
91,245,1617,254,270,614,1,1,1,1
91,17,1339,480,79,181,1,1,1,1
91,267,1388,318,226,514,1,1,1,1
91,224,1310,545,52,118,1,1,1,1
91,160,449,438,113,257,1,1,1,1
91,263,313,463,103,234,1,1,1,1
91,177,1458,353,226,514,1,1,1,1
92,251,952,290,207,470,1,1,1,1
92,245,1617,254,270,614,1,1,1,1
92,17,1339,480,79,181,1,1,1,1
92,224,1310,545,52,118,1,1,1,1
92,160,449,438,113,257,1,1,1,1
92,267,1418,412,189,429,1,1,1,1
92,269,113,513,94,214,1,1,1,1
93,245,1576,254,270,614,1,1,1,1
93,267,1432,385,207,470,1,1,1,1
93,251,984,290,207,470,1,1,1,1
93,160,449,438,113,257,1,1,1,1
93,224,1310,545,52,118,1,1,1,1
93,272,1659,213,270,614,1,1,1,1
93,17,1326,468,79,181,1,1,1,1
94,245,1617,254,270,614,1,1,1,1
94,251,984,290,207,470,1,1,1,1
94,160,449,438,113,257,1,1,1,1
94,267,1440,520,146,332,1,1,1,1
94,224,1310,545,52,118,1,1,1,1
94,275,1366,545,47,108,1,1,1,1
95,245,1617,254,270,614,1,1,1,1
95,251,984,290,207,470,1,1,1,1
95,160,449,438,113,257,1,1,1,1
95,267,1440,520,146,332,1,1,1,1
95,224,1310,545,52,118,1,1,1,1
95,275,1366,552,47,108,1,1,1,1
96,245,1576,254,270,614,1,1,1,1
96,267,1400,385,207,470,1,1,1,1
96,160,449,438,113,257,1,1,1,1
96,251,1011,325,189,429,1,1,1,1
96,224,1310,545,52,118,1,1,1,1
97,245,1576,254,270,614,1,1,1,1
97,160,467,420,113,257,1,1,1,1
97,267,1400,385,207,470,1,1,1,1
97,251,1028,322,159,362,1,1,1,1
97,283,1073,667,40,91,1,1,1,1
97,224,1310,545,52,118,1,1,1,1
98,245,1576,254,270,614,1,1,1,1
98,160,467,438,113,257,1,1,1,1
98,267,1400,385,207,470,1,1,1,1
98,251,1048,300,175,398,1,1,1,1
98,283,1368,524,56,128,1,1,1,1
98,224,726,390,47,108,1,1,1,1
99,245,1576,254,270,614,1,1,1,1
99,284,1087,542,94,214,1,1,1,1
99,160,467,438,113,257,1,1,1,1
99,267,1400,417,207,470,1,1,1,1
99,224,1310,545,52,118,1,1,1,1
99,283,1358,545,52,118,1,1,1,1
100,245,1576,254,270,614,1,1,1,1
100,284,1091,526,103,234,1,1,1,1
100,160,467,438,113,257,1,1,1,1
100,267,1400,417,207,470,1,1,1,1
100,224,1310,545,52,118,1,1,1,1
101,245,1576,254,270,614,1,1,1,1
101,160,467,438,113,257,1,1,1,1
101,267,1368,417,207,470,1,1,1,1
101,291,1048,290,207,470,1,1,1,1
101,224,1310,545,52,118,1,1,1,1
101,292,329,463,103,234,1,1,1,1
102,245,1576,254,270,614,1,1,1,1
102,160,472,431,103,234,1,1,1,1
102,267,1368,417,207,470,1,1,1,1
102,291,1048,290,207,470,1,1,1,1
102,224,1310,545,52,118,1,1,1,1
102,292,329,463,103,234,1,1,1,1
103,245,1534,213,270,614,1,1,1,1
103,160,472,431,103,234,1,1,1,1
103,267,1353,353,226,514,1,1,1,1
103,295,1680,471,189,429,1,1,1,1
103,224,1310,545,52,118,1,1,1,1
103,292,329,463,103,234,1,1,1,1
103,296,1189,532,61,139,1,1,1,1
104,245,1534,213,270,614,1,1,1,1
104,160,467,420,113,257,1,1,1,1
104,267,1334,313,250,567,1,1,1,1
104,224,1310,545,52,118,1,1,1,1
104,295,1680,441,189,429,1,1,1,1
104,292,329,463,103,234,1,1,1,1
105,245,1534,213,270,614,1,1,1,1
105,160,467,438,113,257,1,1,1,1
105,224,1310,545,52,118,1,1,1,1
105,267,1353,353,226,514,1,1,1,1
105,295,1680,471,189,429,1,1,1,1
105,292,329,463,103,234,1,1,1,1
106,245,1534,213,270,614,1,1,1,1
106,160,467,438,113,257,1,1,1,1
106,224,1310,545,52,118,1,1,1,1
106,267,1334,313,250,567,1,1,1,1
106,292,329,463,103,234,1,1,1,1
106,295,1656,417,207,470,1,1,1,1
107,245,1534,213,270,614,1,1,1,1
107,160,467,438,113,257,1,1,1,1
107,267,1336,417,207,470,1,1,1,1
107,297,1125,670,33,76,1,1,1,1
107,292,329,463,103,234,1,1,1,1
108,245,1534,213,270,614,1,1,1,1
108,160,467,438,113,257,1,1,1,1
108,267,1348,519,159,362,1,1,1,1
108,303,1164,335,135,307,1,1,1,1
108,304,1632,422,226,514,1,1,1,1
109,245,1526,198,250,567,1,1,1,1
109,160,467,438,113,257,1,1,1,1
109,303,1164,335,135,307,1,1,1,1
109,267,1348,519,159,362,1,1,1,1
109,304,1622,500,189,429,1,1,1,1
110,245,1526,236,250,567,1,1,1,1
110,160,467,438,113,257,1,1,1,1
110,267,1348,519,159,362,1,1,1,1
110,303,1156,327,175,398,1,1,1,1
110,304,1622,500,189,429,1,1,1,1
111,245,1527,248,226,514,1,1,1,1
111,160,451,419,123,280,1,1,1,1
111,267,1296,313,250,567,1,1,1,1
111,303,1169,318,146,332,1,1,1,1
111,305,1849,506,28,64,1,1,1,1
111,306,1204,513,94,214,1,1,1,1
112,245,1527,248,226,514,1,1,1,1
112,160,451,419,123,280,1,1,1,1
112,267,1304,417,207,470,1,1,1,1
112,303,1184,335,135,307,1,1,1,1
112,306,1204,513,94,214,1,1,1,1
113,245,1526,236,250,567,1,1,1,1
113,160,451,419,123,280,1,1,1,1
113,267,1242,296,270,614,1,1,1,1
113,303,1184,335,135,307,1,1,1,1
114,160,451,419,123,280,1,1,1,1
114,245,1492,213,270,614,1,1,1,1
114,267,1242,296,270,614,1,1,1,1
115,245,1492,213,270,614,1,1,1,1
115,160,451,419,123,280,1,1,1,1
115,267,1242,296,270,614,1,1,1,1
115,315,1593,529,189,429,1,1,1,1
116,267,1219,313,250,567,1,1,1,1
116,160,451,419,123,280,1,1,1,1
116,245,1492,213,270,614,1,1,1,1
116,318,381,562,67,153,1,1,1,1
117,267,1200,296,270,614,1,1,1,1
117,245,1492,213,270,614,1,1,1,1
117,160,451,419,123,280,1,1,1,1
118,267,1200,296,270,614,1,1,1,1
118,245,1492,213,270,614,1,1,1,1
118,160,451,419,123,280,1,1,1,1
118,323,107,510,103,234,1,1,1,1
119,267,1181,313,250,567,1,1,1,1
119,245,1488,198,250,567,1,1,1,1
119,160,451,419,123,280,1,1,1,1
119,327,1304,417,207,470,1,1,1,1
120,267,1181,313,250,567,1,1,1,1
120,245,1488,198,250,567,1,1,1,1
120,160,451,419,123,280,1,1,1,1
120,327,1304,417,207,470,1,1,1,1
120,330,1545,592,159,362,1,1,1,1
121,160,451,419,123,280,1,1,1,1
121,267,1158,296,270,614,1,1,1,1
121,245,1492,213,226,514,1,1,1,1
121,336,1687,393,87,199,1,1,1,1
121,327,1283,388,226,514,1,1,1,1
121,330,1528,480,207,470,1,1,1,1
122,245,1450,198,250,567,1,1,1,1
122,267,1158,296,270,614,1,1,1,1
122,160,451,419,123,280,1,1,1,1
