frame,id,x,y,w,h,score,class,visibility,unused
46,44,1752,290,207,470,1,1,1,1
46,26,1670,381,175,398,1,1,1,1
46,60,512,494,33,76,1,1,1,1
47,58,1593,354,189,429,1,1,1,1
47,43,1349,490,73,167,1,1,1,1
47,44,1737,283,226,514,1,1,1,1
47,61,338,519,159,362,1,1,1,1
47,26,1670,381,175,398,1,1,1,1
47,62,1308,461,87,199,1,1,1,1
48,58,1593,354,189,429,1,1,1,1
48,43,1349,490,73,167,1,1,1,1
48,44,1737,283,226,514,1,1,1,1
48,26,1670,354,175,398,1,1,1,1
49,58,1593,354,189,429,1,1,1,1
49,43,1349,490,73,167,1,1,1,1
49,44,1752,290,207,470,1,1,1,1
49,26,1670,354,175,398,1,1,1,1
49,59,336,236,250,567,1,1,1,1
50,58,1593,354,189,429,1,1,1,1
50,43,1349,490,73,167,1,1,1,1
50,44,1737,283,226,514,1,1,1,1
50,26,1670,381,175,398,1,1,1,1
50,60,1315,545,47,108,1,1,1,1
51,58,1564,354,189,429,1,1,1,1
51,43,1349,490,73,167,1,1,1,1
51,26,1643,381,175,398,1,1,1,1
51,44,1737,283,226,514,1,1,1,1
52,58,1593,354,189,429,1,1,1,1
52,43,1349,490,73,167,1,1,1,1
52,44,1737,283,226,514,1,1,1,1
52,26,1670,381,175,398,1,1,1,1
52,59,1315,545,47,108,1,1,1,1
53,58,1593,354,189,429,1,1,1,1
53,43,1349,490,73,167,1,1,1,1
53,44,1737,283,226,514,1,1,1,1
53,59,1315,545,47,108,1,1,1,1
53,26,1651,383,189,429,1,1,1,1
54,58,1593,354,189,429,1,1,1,1
54,43,1349,490,73,167,1,1,1,1
54,44,1737,283,226,514,1,1,1,1
54,26,1651,383,189,429,1,1,1,1
54,60,13,490,113,257,1,1,1,1
55,58,1528,322,207,470,1,1,1,1
55,43,1349,490,73,167,1,1,1,1
55,26,1622,354,189,429,1,1,1,1
55,44,1737,283,226,514,1,1,1,1
55,61,582,498,146,332,1,1,1,1
56,58,1564,354,189,429,1,1,1,1
56,43,1349,490,73,167,1,1,1,1
56,44,1702,283,226,514,1,1,1,1
56,61,582,498,146,332,1,1,1,1
57,58,1564,354,189,429,1,1,1,1
57,43,1349,490,73,167,1,1,1,1
57,61,579,522,135,307,1,1,1,1
57,44,1702,283,226,514,1,1,1,1
57,62,1622,383,189,429,1,1,1,1
57,63,1308,461,87,199,1,1,1,1
58,43,1349,490,73,167,1,1,1,1
58,44,1737,283,226,514,1,1,1,1
58,58,1593,354,189,429,1,1,1,1
58,61,604,552,123,280,1,1,1,1
58,63,1308,461,87,199,1,1,1,1
59,44,1737,283,226,514,1,1,1,1
59,43,1349,490,73,167,1,1,1,1
59,58,1622,354,189,429,1,1,1,1
59,64,1528,353,207,470,1,1,1,1
59,65,1378,510,67,153,1,1,1,1
59,63,1308,461,87,199,1,1,1,1
60,44,1702,283,226,514,1,1,1,1
60,43,1349,490,73,167,1,1,1,1
60,64,1528,353,207,470,1,1,1,1
60,58,1622,354,189,429,1,1,1,1
60,66,532,213,270,614,1,1,1,1
61,67,1554,514,123,280,1,1,1,1
61,44,1702,283,226,514,1,1,1,1
61,43,1349,490,73,167,1,1,1,1
61,58,1622,354,189,429,1,1,1,1
61,68,393,463,103,234,1,1,1,1
62,44,1702,283,226,514,1,1,1,1
62,67,1554,514,123,280,1,1,1,1
62,43,1349,490,73,167,1,1,1,1
62,58,1622,354,189,429,1,1,1,1
62,69,566,236,250,567,1,1,1,1
62,68,377,463,103,234,1,1,1,1
63,70,1528,322,207,470,1,1,1,1
63,44,1702,283,226,514,1,1,1,1
63,43,1351,480,79,181,1,1,1,1
63,68,377,463,103,234,1,1,1,1
63,58,1592,353,207,470,1,1,1,1
63,69,566,236,250,567,1,1,1,1
63,71,1308,461,87,199,1,1,1,1
64,70,1528,322,207,470,1,1,1,1
64,44,1702,283,226,514,1,1,1,1
64,43,1349,490,73,167,1,1,1,1
64,68,393,447,103,234,1,1,1,1
64,58,1592,353,207,470,1,1,1,1
64,69,566,236,250,567,1,1,1,1
64,71,1308,461,87,199,1,1,1,1
65,72,1567,542,113,257,1,1,1,1
65,43,1349,490,73,167,1,1,1,1
65,44,1702,283,226,514,1,1,1,1
65,73,393,447,103,234,1,1,1,1
65,68,796,741,28,64,1,1,1,1
65,58,1622,383,189,429,1,1,1,1
65,71,1308,461,87,199,1,1,1,1
66,74,1528,322,207,470,1,1,1,1
66,43,1349,490,73,167,1,1,1,1
66,44,1680,236,250,567,1,1,1,1
66,73,809,741,28,64,1,1,1,1
66,75,393,447,103,234,1,1,1,1
66,58,1592,353,207,470,1,1,1,1
67,44,1680,236,250,567,1,1,1,1
67,43,1349,490,73,167,1,1,1,1
67,74,1535,408,175,398,1,1,1,1
67,75,409,447,103,234,1,1,1,1
67,58,1593,354,189,429,1,1,1,1
67,76,1378,510,67,153,1,1,1,1
67,77,1308,461,87,199,1,1,1,1
68,44,1680,236,250,567,1,1,1,1
68,43,1349,490,73,167,1,1,1,1
68,74,1535,354,189,429,1,1,1,1
68,75,409,447,103,234,1,1,1,1
68,78,1310,545,52,118,1,1,1,1
69,44,1680,236,250,567,1,1,1,1
69,43,1349,490,73,167,1,1,1,1
69,74,1528,353,207,470,1,1,1,1
69,75,409,447,103,234,1,1,1,1
69,79,689,283,226,514,1,1,1,1
69,80,1378,510,67,153,1,1,1,1
70,44,1680,236,250,567,1,1,1,1
70,43,1349,490,73,167,1,1,1,1
70,74,1528,353,207,470,1,1,1,1
70,75,409,447,103,234,1,1,1,1
70,80,704,721,47,108,1,1,1,1
70,81,678,447,103,234,1,1,1,1
70,82,1378,510,67,153,1,1,1,1
70,83,781,542,113,257,1,1,1,1
70,84,1308,461,87,199,1,1,1,1
71,74,1496,353,207,470,1,1,1,1
71,80,1339,480,79,181,1,1,1,1
71,44,1680,236,250,567,1,1,1,1
71,82,1379,513,61,139,1,1,1,1
71,75,409,447,103,234,1,1,1,1
71,85,797,645,67,153,1,1,1,1
71,84,730,712,43,98,1,1,1,1
71,86,720,266,189,429,1,1,1,1
71,87,1560,322,207,470,1,1,1,1
72,80,1349,490,73,167,1,1,1,1
72,74,1496,353,207,470,1,1,1,1
72,44,1680,236,250,567,1,1,1,1
72,86,720,266,189,429,1,1,1,1
72,82,757,705,43,98,1,1,1,1
72,75,409,447,103,234,1,1,1,1
72,88,1310,545,52,118,1,1,1,1
72,89,775,533,123,280,1,1,1,1
73,74,1496,353,207,470,1,1,1,1
73,80,1349,490,73,167,1,1,1,1
73,44,1680,236,250,567,1,1,1,1
73,86,728,258,207,470,1,1,1,1
73,82,1310,545,52,118,1,1,1,1
73,75,409,447,103,234,1,1,1,1
74,80,1349,490,73,167,1,1,1,1
74,74,1496,353,207,470,1,1,1,1
74,44,1680,236,250,567,1,1,1,1
74,87,794,533,123,280,1,1,1,1
74,75,409,447,103,234,1,1,1,1
74,86,749,266,189,429,1,1,1,1
74,82,1310,545,52,118,1,1,1,1
74,88,1603,275,250,567,1,1,1,1
75,80,1349,490,73,167,1,1,1,1
75,74,1528,353,207,470,1,1,1,1
75,89,799,542,113,257,1,1,1,1
75,44,1680,236,250,567,1,1,1,1
75,82,1308,461,87,199,1,1,1,1
75,90,851,514,123,280,1,1,1,1
75,75,415,438,113,257,1,1,1,1
75,91,1603,275,250,567,1,1,1,1
75,92,1378,510,67,153,1,1,1,1
76,74,1496,353,207,470,1,1,1,1
76,80,1339,480,79,181,1,1,1,1
76,44,1680,236,250,567,1,1,1,1
76,93,759,283,226,514,1,1,1,1
76,75,424,447,103,234,1,1,1,1
76,92,1379,513,61,139,1,1,1,1
76,91,1603,275,250,567,1,1,1,1
76,94,1310,545,52,118,1,1,1,1
76,95,250,478,103,234,1,1,1,1
77,80,1349,490,73,167,1,1,1,1
77,44,1667,283,226,514,1,1,1,1
77,74,1492,318,226,514,1,1,1,1
77,96,809,627,79,181,1,1,1,1
77,75,409,447,103,234,1,1,1,1
77,94,1310,545,52,118,1,1,1,1
77,95,250,463,103,234,1,1,1,1
77,97,889,514,123,280,1,1,1,1
78,80,1339,480,79,181,1,1,1,1
78,44,1667,283,226,514,1,1,1,1
78,74,1492,318,226,514,1,1,1,1
78,98,1372,490,73,167,1,1,1,1
78,96,808,609,87,199,1,1,1,1
78,75,424,447,103,234,1,1,1,1
78,94,1310,545,52,118,1,1,1,1
79,80,1339,480,79,181,1,1,1,1
79,74,1492,318,226,514,1,1,1,1
79,44,1642,275,250,567,1,1,1,1
79,94,1310,545,52,118,1,1,1,1
79,75,424,447,103,234,1,1,1,1
79,98,1372,490,73,167,1,1,1,1
79,99,250,463,103,234,1,1,1,1
79,96,809,615,79,181,1,1,1,1
80,74,1492,318,226,514,1,1,1,1
80,80,1349,490,73,167,1,1,1,1
80,44,1642,275,250,567,1,1,1,1
80,75,424,447,103,234,1,1,1,1
80,94,1310,545,52,118,1,1,1,1
80,98,1007,721,26,59,1,1,1,1
80,99,266,463,103,234,1,1,1,1
81,80,1349,490,73,167,1,1,1,1
81,74,1496,353,207,470,1,1,1,1
81,44,1642,275,250,567,1,1,1,1
81,94,1310,545,52,118,1,1,1,1
81,75,424,447,103,234,1,1,1,1
82,74,1458,318,226,514,1,1,1,1
82,80,1349,490,73,167,1,1,1,1
82,44,1642,275,250,567,1,1,1,1
82,75,440,447,103,234,1,1,1,1
82,94,1310,545,52,118,1,1,1,1
83,80,1339,480,79,181,1,1,1,1
83,44,1680,275,250,567,1,1,1,1
83,74,1458,318,226,514,1,1,1,1
83,95,1372,490,73,167,1,1,1,1
83,96,1603,236,250,567,1,1,1,1
83,94,1310,545,52,118,1,1,1,1
83,75,432,438,113,257,1,1,1,1
84,80,1339,480,79,181,1,1,1,1
84,74,1458,318,226,514,1,1,1,1
84,44,1656,258,207,470,1,1,1,1
84,97,1744,571,123,280,1,1,1,1
84,95,1372,490,73,167,1,1,1,1
84,75,440,447,103,234,1,1,1,1
84,94,1310,545,52,118,1,1,1,1
84,98,1895,524,30,70,1,1,1,1
84,99,888,290,207,470,1,1,1,1
85,74,1464,353,207,470,1,1,1,1
85,80,1339,480,79,181,1,1,1,1
85,44,1656,258,207,470,1,1,1,1
85,100,888,290,207,470,1,1,1,1
85,101,1379,513,61,139,1,1,1,1
85,94,1310,545,52,118,1,1,1,1
85,75,432,438,113,257,1,1,1,1
85,97,1744,571,123,280,1,1,1,1
86,74,1458,318,226,514,1,1,1,1
86,80,1349,490,73,167,1,1,1,1
86,44,1656,258,207,470,1,1,1,1
86,94,1310,545,52,118,1,1,1,1
86,100,920,290,207,470,1,1,1,1
86,101,1378,510,67,153,1,1,1,1
86,75,440,447,103,234,1,1,1,1
86,97,1734,520,146,332,1,1,1,1
86,102,1527,353,226,514,1,1,1,1
87,74,1458,318,226,514,1,1,1,1
87,80,1349,490,73,167,1,1,1,1
87,44,1656,258,207,470,1,1,1,1
87,100,920,290,207,470,1,1,1,1
87,94,1310,545,52,118,1,1,1,1
87,97,1727,543,135,307,1,1,1,1
87,75,440,447,103,234,1,1,1,1
87,101,1378,510,67,153,1,1,1,1
88,44,1656,258,207,470,1,1,1,1
88,80,1349,490,73,167,1,1,1,1
88,100,920,290,207,470,1,1,1,1
88,74,1458,318,226,514,1,1,1,1
88,97,1711,520,146,332,1,1,1,1
88,94,1310,545,52,118,1,1,1,1
88,101,1378,510,67,153,1,1,1,1
88,102,302,469,94,214,1,1,1,1
88,75,440,447,103,234,1,1,1,1
89,80,1349,490,73,167,1,1,1,1
89,100,920,290,207,470,1,1,1,1
89,44,1656,258,207,470,1,1,1,1
89,74,1432,353,207,470,1,1,1,1
89,103,1708,664,79,181,1,1,1,1
89,94,1310,545,52,118,1,1,1,1
89,104,1527,318,226,514,1,1,1,1
89,75,449,438,113,257,1,1,1,1
90,44,1617,254,270,614,1,1,1,1
90,100,952,290,207,470,1,1,1,1
90,80,1339,480,79,181,1,1,1,1
90,74,1423,353,226,514,1,1,1,1
90,94,1310,545,52,118,1,1,1,1
90,75,449,438,113,257,1,1,1,1
90,105,313,463,103,234,1,1,1,1
91,100,952,290,207,470,1,1,1,1
91,44,1617,254,270,614,1,1,1,1
91,80,1339,480,79,181,1,1,1,1
91,106,1388,318,226,514,1,1,1,1
91,94,1310,545,52,118,1,1,1,1
91,75,449,438,113,257,1,1,1,1
91,105,313,463,103,234,1,1,1,1
91,74,1458,353,226,514,1,1,1,1
92,100,952,290,207,470,1,1,1,1
92,44,1617,254,270,614,1,1,1,1
92,80,1339,480,79,181,1,1,1,1
92,94,1310,545,52,118,1,1,1,1
92,75,449,438,113,257,1,1,1,1
92,106,1418,412,189,429,1,1,1,1
92,107,113,513,94,214,1,1,1,1
93,44,1576,254,270,614,1,1,1,1
93,106,1432,385,207,470,1,1,1,1
93,100,984,290,207,470,1,1,1,1
93,75,449,438,113,257,1,1,1,1
93,94,1310,545,52,118,1,1,1,1
93,108,1659,213,270,614,1,1,1,1
93,80,1326,468,79,181,1,1,1,1
94,108,1617,254,270,614,1,1,1,1
94,100,984,290,207,470,1,1,1,1
94,75,449,438,113,257,1,1,1,1
94,106,1440,520,146,332,1,1,1,1
94,94,1310,545,52,118,1,1,1,1
94,109,1366,545,47,108,1,1,1,1
95,108,1617,254,270,614,1,1,1,1
95,100,984,290,207,470,1,1,1,1
95,75,449,438,113,257,1,1,1,1
95,106,1440,520,146,332,1,1,1,1
95,94,1310,545,52,118,1,1,1,1
95,109,1366,552,47,108,1,1,1,1
96,108,1576,254,270,614,1,1,1,1
96,106,1400,385,207,470,1,1,1,1
96,75,449,438,113,257,1,1,1,1
96,100,1011,325,189,429,1,1,1,1
96,94,1310,545,52,118,1,1,1,1
97,108,1576,254,270,614,1,1,1,1
97,75,467,420,113,257,1,1,1,1
97,106,1400,385,207,470,1,1,1,1
97,100,1028,322,159,362,1,1,1,1
97,109,1073,667,40,91,1,1,1,1
97,94,1310,545,52,118,1,1,1,1
98,108,1576,254,270,614,1,1,1,1
98,75,467,438,113,257,1,1,1,1
98,106,1400,385,207,470,1,1,1,1
98,100,1048,300,175,398,1,1,1,1
98,110,1368,524,56,128,1,1,1,1
98,94,726,390,47,108,1,1,1,1
99,108,1576,254,270,614,1,1,1,1
99,111,1087,542,94,214,1,1,1,1
99,75,467,438,113,257,1,1,1,1
99,106,1400,417,207,470,1,1,1,1
99,94,1310,545,52,118,1,1,1,1
99,110,1358,545,52,118,1,1,1,1
100,108,1576,254,270,614,1,1,1,1
100,111,1091,526,103,234,1,1,1,1
100,75,467,438,113,257,1,1,1,1
100,106,1400,417,207,470,1,1,1,1
100,94,1310,545,52,118,1,1,1,1
101,108,1576,254,270,614,1,1,1,1
101,75,467,438,113,257,1,1,1,1
101,106,1368,417,207,470,1,1,1,1
101,112,1048,290,207,470,1,1,1,1
101,94,1310,545,52,118,1,1,1,1
101,113,329,463,103,234,1,1,1,1
102,108,1576,254,270,614,1,1,1,1
102,75,472,431,103,234,1,1,1,1
102,106,1368,417,207,470,1,1,1,1
102,112,1048,290,207,470,1,1,1,1
102,94,1310,545,52,118,1,1,1,1
102,113,329,463,103,234,1,1,1,1
103,108,1534,213,270,614,1,1,1,1
103,75,472,431,103,234,1,1,1,1
103,106,1353,353,226,514,1,1,1,1
103,114,1680,471,189,429,1,1,1,1
103,94,1310,545,52,118,1,1,1,1
103,113,329,463,103,234,1,1,1,1
103,115,1189,532,61,139,1,1,1,1
104,108,1534,213,270,614,1,1,1,1
104,75,467,420,113,257,1,1,1,1
104,106,1334,313,250,567,1,1,1,1
104,94,1310,545,52,118,1,1,1,1
104,114,1680,441,189,429,1,1,1,1
104,113,329,463,103,234,1,1,1,1
105,108,1534,213,270,614,1,1,1,1
105,75,467,438,113,257,1,1,1,1
105,94,1310,545,52,118,1,1,1,1
105,106,1353,353,226,514,1,1,1,1
105,114,1680,471,189,429,1,1,1,1
105,113,329,463,103,234,1,1,1,1
106,108,1534,213,270,614,1,1,1,1
106,75,467,438,113,257,1,1,1,1
106,94,1310,545,52,118,1,1,1,1
106,106,1334,313,250,567,1,1,1,1
106,113,329,463,103,234,1,1,1,1
106,114,1656,417,207,470,1,1,1,1
107,108,1534,213,270,614,1,1,1,1
107,75,467,438,113,257,1,1,1,1
107,106,1336,417,207,470,1,1,1,1
107,115,1125,670,33,76,1,1,1,1
107,113,329,463,103,234,1,1,1,1
108,108,1534,213,270,614,1,1,1,1
108,75,467,438,113,257,1,1,1,1
108,106,1348,519,159,362,1,1,1,1
108,116,1164,335,135,307,1,1,1,1
108,117,1632,422,226,514,1,1,1,1
109,108,1526,198,250,567,1,1,1,1
109,75,467,438,113,257,1,1,1,1
109,116,1164,335,135,307,1,1,1,1
109,106,1348,519,159,362,1,1,1,1
109,117,1622,500,189,429,1,1,1,1
110,108,1526,236,250,567,1,1,1,1
110,75,467,438,113,257,1,1,1,1
110,106,1348,519,159,362,1,1,1,1
110,116,1156,327,175,398,1,1,1,1
110,117,1622,500,189,429,1,1,1,1
111,108,1527,248,226,514,1,1,1,1
111,75,451,419,123,280,1,1,1,1
111,106,1296,313,250,567,1,1,1,1
111,116,1169,318,146,332,1,1,1,1
111,118,1849,506,28,64,1,1,1,1
111,119,1204,513,94,214,1,1,1,1
112,108,1527,248,226,514,1,1,1,1
112,75,451,419,123,280,1,1,1,1
112,106,1304,417,207,470,1,1,1,1
112,116,1184,335,135,307,1,1,1,1
112,119,1204,513,94,214,1,1,1,1
113,108,1526,236,250,567,1,1,1,1
113,75,451,419,123,280,1,1,1,1
113,106,1242,296,270,614,1,1,1,1
113,116,1184,335,135,307,1,1,1,1
114,75,451,419,123,280,1,1,1,1
114,108,1492,213,270,614,1,1,1,1
114,106,1242,296,270,614,1,1,1,1
115,108,1492,213,270,614,1,1,1,1
115,75,451,419,123,280,1,1,1,1
115,106,1242,296,270,614,1,1,1,1
115,109,1593,529,189,429,1,1,1,1
116,106,1219,313,250,567,1,1,1,1
116,75,451,419,123,280,1,1,1,1
116,108,1492,213,270,614,1,1,1,1
116,110,381,562,67,153,1,1,1,1
117,106,1200,296,270,614,1,1,1,1
117,108,1492,213,270,614,1,1,1,1
117,75,451,419,123,280,1,1,1,1
118,106,1200,296,270,614,1,1,1,1
118,108,1492,213,270,614,1,1,1,1
118,75,451,419,123,280,1,1,1,1
118,109,107,510,103,234,1,1,1,1
119,106,1181,313,250,567,1,1,1,1
119,108,1488,198,250,567,1,1,1,1
119,75,451,419,123,280,1,1,1,1
119,110,1304,417,207,470,1,1,1,1
120,106,1181,313,250,567,1,1,1,1
120,108,1488,198,250,567,1,1,1,1
120,75,451,419,123,280,1,1,1,1
120,111,1304,417,207,470,1,1,1,1
120,112,1545,592,159,362,1,1,1,1
121,75,451,419,123,280,1,1,1,1
121,106,1158,296,270,614,1,1,1,1
121,108,1492,213,226,514,1,1,1,1
121,113,1687,393,87,199,1,1,1,1
121,114,1283,388,226,514,1,1,1,1
121,112,1528,480,207,470,1,1,1,1
122,108,1450,198,250,567,1,1,1,1
122,106,1158,296,270,614,1,1,1,1
122,75,451,419,123,280,1,1,1,1
